,package,folder,file,class_name,is_dataclass,is_subclass,has_init,num_methods,num_autoassign_methods,num_ordinary_methods
0,retrying.py,/home/quimey/.local/lib/python3.9/site-packages,retrying.py,Retrying,False,True,True,,0,12.0
1,retrying.py,/home/quimey/.local/lib/python3.9/site-packages,retrying.py,Attempt,False,True,True,,1,2.0
2,retrying.py,/home/quimey/.local/lib/python3.9/site-packages,retrying.py,RetryError,False,True,True,,1,1.0
0,decorator.py,/home/quimey/.local/lib/python3.9/site-packages,decorator.py,FunctionMaker,False,True,True,,0,4.0
1,decorator.py,/home/quimey/.local/lib/python3.9/site-packages,decorator.py,ContextManager,False,True,True,,0,2.0
0,mistune.py,/home/quimey/.local/lib/python3.9/site-packages,mistune.py,BlockGrammar,False,True,False,,0,0.0
1,mistune.py,/home/quimey/.local/lib/python3.9/site-packages,mistune.py,BlockLexer,False,True,True,,1,20.0
2,mistune.py,/home/quimey/.local/lib/python3.9/site-packages,mistune.py,InlineGrammar,False,True,False,,0,1.0
3,mistune.py,/home/quimey/.local/lib/python3.9/site-packages,mistune.py,InlineLexer,False,True,True,,1,18.0
4,mistune.py,/home/quimey/.local/lib/python3.9/site-packages,mistune.py,Renderer,False,True,True,,0,28.0
5,mistune.py,/home/quimey/.local/lib/python3.9/site-packages,mistune.py,Markdown,False,True,True,,1,22.0
0,threadpoolctl.py,/home/quimey/.local/lib/python3.9/site-packages,threadpoolctl.py,_dl_phdr_info,False,True,False,,0,0.0
1,threadpoolctl.py,/home/quimey/.local/lib/python3.9/site-packages,threadpoolctl.py,_ThreadpoolLimiter,False,False,True,,0,8.0
2,threadpoolctl.py,/home/quimey/.local/lib/python3.9/site-packages,threadpoolctl.py,_ThreadpoolLimiterDecorator,False,True,True,,0,2.0
3,threadpoolctl.py,/home/quimey/.local/lib/python3.9/site-packages,threadpoolctl.py,threadpool_limits,False,True,True,,0,2.0
4,threadpoolctl.py,/home/quimey/.local/lib/python3.9/site-packages,threadpoolctl.py,ThreadpoolController,False,False,True,,0,17.0
5,threadpoolctl.py,/home/quimey/.local/lib/python3.9/site-packages,threadpoolctl.py,LibController,False,True,True,,1,5.0
6,threadpoolctl.py,/home/quimey/.local/lib/python3.9/site-packages,threadpoolctl.py,OpenBLASController,False,True,True,,0,6.0
7,threadpoolctl.py,/home/quimey/.local/lib/python3.9/site-packages,threadpoolctl.py,BLISController,False,True,True,,0,6.0
8,threadpoolctl.py,/home/quimey/.local/lib/python3.9/site-packages,threadpoolctl.py,MKLController,False,True,True,,0,5.0
9,threadpoolctl.py,/home/quimey/.local/lib/python3.9/site-packages,threadpoolctl.py,OpenMPController,False,True,False,,0,3.0
0,entrypoints.py,/home/quimey/.local/lib/python3.9/site-packages,entrypoints.py,BadEntryPoint,False,True,True,,1,2
1,entrypoints.py,/home/quimey/.local/lib/python3.9/site-packages,entrypoints.py,NoSuchEntryPoint,False,True,True,,1,1
2,entrypoints.py,/home/quimey/.local/lib/python3.9/site-packages,entrypoints.py,CaseSensitiveConfigParser,False,True,False,,0,0
3,entrypoints.py,/home/quimey/.local/lib/python3.9/site-packages,entrypoints.py,EntryPoint,False,True,True,,1,3
4,entrypoints.py,/home/quimey/.local/lib/python3.9/site-packages,entrypoints.py,Distribution,False,True,True,,1,2
0,rfc3339.py,/home/quimey/.local/lib/python3.9/site-packages,rfc3339.py,LocalTimeTestCase,False,True,False,,0,12
0,typing_extensions.py,/home/quimey/.local/lib/python3.9/site-packages,typing_extensions.py,_ExtensionsGenericMeta,False,True,False,,0,1
1,typing_extensions.py,/home/quimey/.local/lib/python3.9/site-packages,typing_extensions.py,TypeVarTuple,False,False,True,,0,7
0,mypy_extensions.py,/home/quimey/.local/lib/python3.9/site-packages,mypy_extensions.py,_TypedDictMeta,False,True,False,,0,1
1,mypy_extensions.py,/home/quimey/.local/lib/python3.9/site-packages,mypy_extensions.py,NoReturn,False,False,False,,0,0
2,mypy_extensions.py,/home/quimey/.local/lib/python3.9/site-packages,mypy_extensions.py,_FlexibleAliasClsApplied,False,False,True,,1,1
3,mypy_extensions.py,/home/quimey/.local/lib/python3.9/site-packages,mypy_extensions.py,_FlexibleAliasCls,False,False,False,,0,1
0,pickleshare.py,/home/quimey/.local/lib/python3.9/site-packages,pickleshare.py,PickleShareDB,False,True,True,,0,16
1,pickleshare.py,/home/quimey/.local/lib/python3.9/site-packages,pickleshare.py,PickleShareLink,False,False,True,,0,4
0,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,workspaces_handler.py,WorkspacesManager,False,True,True,,0,5
1,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,workspaces_handler.py,WorkspacesHandler,False,True,False,,1,3
0,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,process_app.py,ProcessApp,False,True,False,,0,5
0,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,translation_utils.py,TranslationBundle,False,False,True,,0,10
1,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,translation_utils.py,translator,False,False,False,,0,6
0,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,handlers.py,LabHandler,False,True,False,,0,2
1,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,handlers.py,NotFoundHandler,False,True,False,,0,1
0,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,settings_handler.py,SettingsHandler,False,True,False,,0,3
0,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,licenses_handler.py,LicensesManager,False,True,False,,0,9
1,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,licenses_handler.py,LicensesHandler,False,True,False,,1,1
0,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,process.py,Process,False,True,True,,1,5
1,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,process.py,WatchHelper,False,True,True,,0,4
0,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,themes_handler.py,ThemesHandler,False,True,False,,1,3
0,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,translations_handler.py,TranslationsHandler,False,True,False,,0,1
0,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,config.py,LabConfig,False,True,False,,0,12
0,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,app.py,LabServerApp,False,True,False,,0,5
0,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,listings_handler.py,ListingsHandler,False,True,False,,0,1
0,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,settings_utils.py,SchemaHandler,False,True,False,,1,1
0,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,workspaces_app.py,WorkspaceListApp,False,True,False,,0,2
1,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,workspaces_app.py,WorkspaceExportApp,False,True,False,,0,2
2,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,workspaces_app.py,WorkspaceImportApp,False,True,False,,0,4
0,jupyterlab_server,/home/quimey/.local/lib/python3.9/site-packages/jupyterlab_server,licenses_app.py,LicensesApp,False,True,False,,0,3
0,toml,/home/quimey/.local/lib/python3.9/site-packages/toml,decoder.py,TomlDecodeError,False,True,True,,1,0
1,toml,/home/quimey/.local/lib/python3.9/site-packages/toml,decoder.py,CommentValue,False,True,True,,1,3
2,toml,/home/quimey/.local/lib/python3.9/site-packages/toml,decoder.py,InlineTableDict,False,True,False,,0,0
3,toml,/home/quimey/.local/lib/python3.9/site-packages/toml,decoder.py,TomlDecoder,False,True,True,,1,12
4,toml,/home/quimey/.local/lib/python3.9/site-packages/toml,decoder.py,TomlPreserveCommentDecoder,False,True,True,,0,3
0,toml,/home/quimey/.local/lib/python3.9/site-packages/toml,ordered.py,TomlOrderedDecoder,False,True,True,,0,1
1,toml,/home/quimey/.local/lib/python3.9/site-packages/toml,ordered.py,TomlOrderedEncoder,False,True,True,,0,1
0,toml,/home/quimey/.local/lib/python3.9/site-packages/toml,encoder.py,TomlEncoder,False,True,True,,1,5
1,toml,/home/quimey/.local/lib/python3.9/site-packages/toml,encoder.py,TomlPreserveInlineDictEncoder,False,True,True,,0,1
2,toml,/home/quimey/.local/lib/python3.9/site-packages/toml,encoder.py,TomlArraySeparatorEncoder,False,True,True,,1,1
3,toml,/home/quimey/.local/lib/python3.9/site-packages/toml,encoder.py,TomlNumpyEncoder,False,True,True,,0,2
4,toml,/home/quimey/.local/lib/python3.9/site-packages/toml,encoder.py,TomlPreserveCommentEncoder,False,True,True,,0,1
5,toml,/home/quimey/.local/lib/python3.9/site-packages/toml,encoder.py,TomlPathlibEncoder,False,True,False,,0,2
0,toml,/home/quimey/.local/lib/python3.9/site-packages/toml,tz.py,TomlTz,False,True,True,,0,5
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py,h5py_warnings.py,H5pyWarning,False,True,False,,0,0
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py,h5py_warnings.py,H5pyDeprecationWarning,False,True,False,,0,0
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,files.py,File,False,True,True,,0,14
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,filters.py,FilterRefBase,False,True,False,,0,5
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,filters.py,Gzip,False,True,True,,0,1
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,dims.py,DimensionProxy,False,True,True,,0,14
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,dims.py,DimensionManager,False,True,True,,0,6
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,base.py,CommonStateObject,False,True,False,,0,4
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,base.py,_RegionProxy,False,True,True,,1,3
2,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,base.py,HLObject,False,True,True,,0,14
3,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,base.py,KeysViewHDF5,False,True,False,,0,1
4,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,base.py,ValuesViewHDF5,False,True,False,,0,2
5,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,base.py,ItemsViewHDF5,False,True,False,,0,2
6,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,base.py,MappingHDF5,False,True,False,,0,4
7,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,base.py,MutableMappingHDF5,False,True,False,,0,0
8,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,base.py,Empty,False,True,True,,0,3
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,dataset.py,AstypeWrapper,False,True,True,,0,4
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,dataset.py,AsStrWrapper,False,False,True,,1,1
2,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,dataset.py,FieldsWrapper,False,False,True,,1,1
3,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,dataset.py,ChunkIterator,False,True,True,,0,3
4,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,dataset.py,Dataset,False,True,True,,0,37
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,selections2.py,ScalarReadSelection,False,True,True,,1,1
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,selections.py,Selection,False,True,True,,0,9
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,selections.py,PointSelection,False,True,True,,0,6
2,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,selections.py,SimpleSelection,False,True,True,,0,5
3,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,selections.py,FancySelection,False,True,True,,0,5
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,group.py,Group,False,True,True,,0,18
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,group.py,HardLink,False,True,False,,0,0
2,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,group.py,SoftLink,False,True,True,,0,3
3,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,group.py,ExternalLink,False,True,True,,0,4
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,attrs.py,AttributeManager,False,True,True,,0,11
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,datatype.py,Datatype,False,True,True,,0,3
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,vds.py,VDSmap,False,True,False,,0,0
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,vds.py,VirtualSource,False,True,True,,1,2
2,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/_hl,vds.py,VirtualLayout,False,True,True,,1,1
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_base.py,BaseTest,False,True,False,,0,2
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_base.py,TestName,False,True,False,,0,1
2,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_base.py,TestParent,False,True,False,,0,1
3,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_base.py,TestMapping,False,True,False,,0,4
4,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_base.py,TestRepr,False,True,False,,0,6
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_h5d_direct_chunk.py,TestWriteDirectChunk,False,True,False,,0,1
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_h5d_direct_chunk.py,TestReadDirectChunk,False,True,False,,0,3
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_filters.py,TestFilters,False,True,False,,0,3
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset_swmr.py,TestSwmrNotAvailable,False,True,False,,0,6
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset_swmr.py,TestDatasetSwmrRead,False,True,False,,0,6
2,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset_swmr.py,TestDatasetSwmrWrite,False,True,False,,0,6
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_selections.py,BaseSelection,False,True,False,,0,2
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_selections.py,TestTypeGeneration,False,True,False,,0,3
2,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_selections.py,TestScalarSliceRules,False,True,False,,0,1
3,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_selections.py,TestSelection,False,True,False,,0,1
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_attrs.py,BaseAttrs,False,True,False,,0,2
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_attrs.py,TestRepr,False,True,False,,0,1
2,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_attrs.py,TestAccess,False,True,False,,0,9
3,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_attrs.py,TestDelete,False,True,False,,0,2
4,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_attrs.py,TestUnicode,False,True,False,,0,3
5,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_attrs.py,TestCreate,False,True,False,,0,2
6,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_attrs.py,TestMutableMapping,False,True,False,,0,2
7,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_attrs.py,TestVlen,False,True,False,,0,1
8,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_attrs.py,TestTrackOrder,False,True,False,,0,3
9,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_attrs.py,TestDatatype,False,True,False,,0,1
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,common.py,TestCase,False,True,False,,0,9
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_h5.py,TestH5,False,True,False,,0,5
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,BaseGroup,False,True,False,,0,2
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestCreate,False,True,False,,0,6
2,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestDatasetAssignment,False,True,False,,0,2
3,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestDtypeAssignment,False,True,False,,0,2
4,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestRequire,False,True,False,,0,5
5,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestDelete,False,True,False,,0,3
6,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestOpen,False,True,False,,0,5
7,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestRepr,False,True,False,,0,1
8,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,BaseMapping,False,True,False,,0,2
9,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestLen,False,True,False,,0,1
10,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestContains,False,True,False,,0,8
11,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestIter,False,True,False,,0,2
12,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestTrackOrder,False,True,False,,0,3
13,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestPy3Dict,False,True,False,,0,3
14,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestAdditionalMappingFuncs,False,True,False,,0,13
15,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestGet,False,True,False,,0,4
16,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestVisit,False,True,False,,0,5
17,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestSoftLinks,False,True,False,,0,4
18,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestExternalLinks,False,True,False,,0,11
19,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestExtLinkBugs,False,True,False,,0,1
20,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestCopy,False,True,False,,0,12
21,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestMove,False,True,False,,0,4
22,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_group.py,TestMutableMapping,False,True,False,,0,2
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_completions.py,TestCompletions,False,True,False,,0,2
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_h5f.py,TestFileID,False,True,False,,0,2
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_h5f.py,TestCacheConfig,False,True,False,,0,3
2,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_h5f.py,TestVlenData,False,True,False,,0,1
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset_getitem.py,TestEmpty,False,True,False,,0,13
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset_getitem.py,TestScalarFloat,False,True,False,,0,13
2,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset_getitem.py,TestScalarCompound,False,True,False,,0,13
3,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset_getitem.py,TestScalarArray,False,True,False,,0,13
4,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset_getitem.py,Test1DZeroFloat,False,True,False,,0,11
5,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset_getitem.py,Test1DFloat,False,True,False,,0,33
6,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset_getitem.py,Test2DZeroFloat,False,True,False,,0,4
7,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset_getitem.py,Test2DFloat,False,True,False,,0,7
8,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset_getitem.py,TestVeryLargeArray,False,True,False,,0,2
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_h5p.py,TestLibver,False,True,False,,0,4
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_h5p.py,TestDA,False,True,False,,0,1
2,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_h5p.py,TestFA,False,True,False,,0,2
3,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_h5p.py,TestPL,False,True,False,,0,3
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_file2.py,TestDealloc,False,True,False,,0,1
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_file2.py,TestDriverRegistration,False,True,False,,0,2
2,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_file2.py,TestCache,False,True,False,,0,4
3,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_file2.py,TestFileObj,False,True,False,,0,11
4,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_file2.py,TestTrackOrder,False,True,False,,0,3
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_slicing.py,BaseSlicing,False,True,False,,0,2
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_slicing.py,TestSingleElement,False,True,False,,0,5
2,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_slicing.py,TestObjectIndex,False,True,False,,0,5
3,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_slicing.py,TestSimpleSlicing,False,True,False,,0,4
4,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_slicing.py,TestArraySlicing,False,True,False,,0,5
5,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_slicing.py,TestZeroLengthSlicing,False,True,False,,0,3
6,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_slicing.py,TestFieldNames,False,True,False,,0,5
7,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_slicing.py,TestMultiBlockSlice,False,True,False,,0,15
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dtype.py,TestVlen,False,True,False,,0,5
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dtype.py,TestEmptyVlen,False,True,False,,0,1
2,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dtype.py,TestExplicitCast,False,True,False,,0,1
3,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dtype.py,TestOffsets,False,True,False,,0,6
4,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dtype.py,TestStrings,False,True,False,,0,4
5,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dtype.py,TestDateTime,False,True,False,,0,2
6,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dtype.py,TestB8,False,True,False,,0,5
0,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,BaseDataset,False,True,False,,0,2
1,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestRepr,False,True,False,,0,1
2,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestCreateShape,False,True,False,,0,10
3,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestCreateData,False,True,False,,0,13
4,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestReadDirectly,False,True,False,,0,1
5,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestWriteDirectly,False,True,False,,0,1
6,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestCreateRequire,False,True,False,,0,8
7,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestCreateChunked,False,True,False,,0,9
8,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestCreateFillvalue,False,True,False,,0,5
9,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestCreateNamedType,False,True,False,,0,1
10,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestCreateGzip,False,True,False,,0,4
11,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestCreateCompressionNumber,False,True,False,,0,2
12,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestCreateLZF,False,True,False,,0,2
13,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestCreateSZIP,False,True,False,,0,1
14,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestCreateShuffle,False,True,False,,0,1
15,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestCreateFletcher32,False,True,False,,0,1
16,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestCreateScaleOffset,False,True,False,,0,7
17,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestExternal,False,True,False,,0,5
18,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestAutoCreate,False,True,False,,0,4
19,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestCreateLike,False,True,False,,0,3
20,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestChunkIterator,False,True,False,,0,3
21,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestResize,False,True,False,,0,9
22,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestDtype,False,True,False,,0,1
23,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestLen,False,True,False,,0,2
24,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestIter,False,True,False,,0,2
25,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestStrings,False,True,False,,0,13
26,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestCompound,False,True,False,,0,3
27,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestSubarray,False,True,False,,0,2
28,h5py,/home/quimey/.local/lib/python3.9/site-packages/h5py/tests,test_dataset.py,TestEnum,False,True,False,,0,2
